"","FisYear","tick","overall_score","econ_score","envrn_score","corpgov_score","social_score","OrgName","PrimExchg","return","Score","ControversiesScore","ResourceUseScore","EmissionsScore","InnovationScore","WorkforceScore","HumanRightsScore","CommunityScore","ProductRespScore","ManagementScore","ShareholdersScore","CSRStrategyScore"
"344",2011,"COF",0.874343,0.691588,0.786729,0.879302,0.777966,"Capital One Financial Corp.","NYSE",0.374955312415835,0.504693814,0.8714285714,0.7025,0.7394366197,0,0.6217532468,0.54375,0.7532679739,0.5564853556,0.4482233503,0.6406091371,0.1135496183
"345",2011,"COO",0.341283,0.69351,0.089507,0.731198,0.082517,"Cooper Companies Inc","NYSE",0.312470240389888,0.2457557978,1,0,0,0,0.1615384615,0,0.3253968254,0.0603448276,0.5111675127,0.8512690355,0
"346",2011,"COST",0.734323,0.584912,0.870079,0.636171,0.528987,"Costco Wholesale Corporation","NASD",0.283963622263074,0.6853098149,0.5,0.7833333333,0.9838709677,0.3,0.83,0.725,0.4795918367,0.625,0.7274111675,0.4065989848,0.3826335878
"347",2011,"CPB",0.959908,0.93851,0.915156,0.939039,0.938651,"Campbell Soup Company","NYSE",0.0941925248929101,0.8341790919,1,0.9322916667,0.921875,0.7118644068,0.8686440678,0.4907407407,0.9957627119,0.9681818182,0.9111675127,0.1954314721,0.9790076336
"348",2011,"CPRT",0.350231,0.623436,0.126358,0.704578,0.166358,"Copart Inc.","NASD",0.231989977030695,0.2273103552,1,0,0,0,0.3254716981,0,0.7644230769,0.1594202899,0.0776649746,0.7527918782,0
"349",2011,"CRL",0.596803,0.865848,0.120451,0.670361,0.586859,"Charles River Laboratories Intl. Inc","NYSE",0.371020892791804,0.3645133905,1,0,0,0,0.82,0,0.58,0.6428571429,0.4989847716,0.2482233503,0
"350",2011,"CSCO",0.959619,0.870312,0.946229,0.950616,0.960898,"Cisco Systems Inc","NASD",0.116055129252399,0.8204779965,0.0555555556,0.84375,0.96875,0.46875,0.8409090909,0.8636363636,0.9318181818,0.925,0.8370558376,0.6197969543,0.9389312977
"351",2011,"CSX",0.960854,0.95615,0.935152,0.898804,0.952189,"CSX Corporation","NYSE",-0.0391135581430747,0.7290632544,0.8571428571,0.7019230769,0.8454545455,0.5,0.9576271186,0.1315789474,0.9576271186,0.9042553191,0.7598984772,0.5670050761,0.731870229
"352",2011,"CTAS",0.948112,0.893927,0.883981,0.923438,0.908565,"Cintas Corporation","NASD",0.193219089139574,0.7439242539,0.3409090909,0.7833333333,0.3764044944,0.3555555556,0.7208333333,0.7941176471,0.936440678,0.7010309278,0.9395939086,0.8055837563,0.3187022901
"353",2011,"CTSH",0.909771,0.784679,0.880521,0.785245,0.875193,"Cognizant Technology Solutions Corp","NASD",0.148810378715555,0.6499943855,0.8939393939,0.7183908046,0.6264367816,0.7205882353,0.9604316547,0.4605263158,0.9891304348,0.7149122807,0.4979695431,0.2776649746,0.731870229
"354",2011,"CVS",0.959401,0.930809,0.93813,0.961275,0.895359,"CVS Health Corp","NYSE",0.202819566552153,0.845393888,0.0416666667,0.9761904762,0.875,0.5,0.9605263158,0.9,0.9605263158,0.7741935484,0.7527918782,0.9050761421,0.731870229
"355",2011,"D",0.938849,0.946623,0.934777,0.949927,0.697861,"Dominion Energy Inc","NYSE",0.0165055202895978,0.6782633721,0.5714285714,0.75,0.6826086957,0.4620253165,0.7208333333,0,0.7773109244,0.7323232323,0.8147208122,0.9659898477,0.9179389313
"356",2011,"DE",0.955718,0.898867,0.911706,0.934404,0.940291,"Deere & Company","NYSE",0.142853886264116,0.70372146,1,0.3917197452,0.4243421053,0.7914110429,0.8471502591,0.5384615385,0.9038461538,0.9375,0.7446700508,0.6624365482,0.5601145038
"357",2011,"DGX",0.750181,0.824419,0.24801,0.872086,0.724206,"Quest Diagnostics Inc","NYSE",0.0150479175883993,0.668748414,0.2916666667,0.4523809524,0.825,0,0.9078947368,0,0.7763157895,0.8387096774,0.6776649746,0.9375634518,0.445610687
"358",2011,"DHI",0.329317,0.23606,0.390094,0.817299,0.120809,"D R Horton Inc","NYSE",0.595107187479127,0.3070476242,0.7,0.1046511628,0.0128205128,0.0227272727,0.193877551,0,0.7244897959,0,0.9873096447,0.8025380711,0
"359",2011,"DHR",0.457397,0.772958,0.15626,0.735216,0.230916,"Danaher Corporation","NYSE",0.190580021907859,0.3308931098,1,0.1489361702,0.0595238095,0.5,0.3384615385,0.462962963,0.2301587302,0.6637931034,0.2421319797,0.3263959391,0
"360",2011,"DIS",0.928165,0.888724,0.883883,0.858267,0.816312,"Walt Disney Co","NYSE",0.348122818305052,0.6698947555,0.0576923077,0.9375,0.8671875,0,0.915,0.7580645161,0.865,0.9621212121,0.314213198,0.4685279188,0.731870229
"361",2011,"DISH",0.089591,0.074663,0.097505,0.364352,0.136272,"DISH Network Corp","NASD",0.313572749516198,0.1266957043,0.7692307692,0,0.15625,0,0.195,0,0.265,0.2727272727,0.0502538071,0.1111675127,0
"362",2011,"DLTR",0.590581,0.816907,0.095054,0.668949,0.646745,"Dollar Tree Inc.","NASD",-0.0239441463121165,0.3058721462,1,0,0,0,0.51,0.4,0.693877551,0.4375,0.2675126904,0.7913705584,0
"363",2011,"DOV",0.78135,0.79156,0.850835,0.712434,0.414464,"Dover Corp","NYSE",0.157078005958515,0.5526626178,1,0.4108280255,0.2138157895,0.9079754601,0.1735751295,0.5384615385,0.4862637363,0.4166666667,0.7649746193,0.5659898477,0.1135496183
"364",2011,"DRI",0.847277,0.638564,0.698689,0.858289,0.819064,"Darden Restaurants Inc.","NYSE",0.0258493112612299,0.5891054405,0.7,0.9121621622,0.8731343284,0,0.7268041237,0.0555555556,0.6822916667,0.7243589744,0.5050761421,0.0583756345,0.1135496183
"365",2011,"DTE",0.890598,0.774211,0.796872,0.961321,0.684817,"DTE Energy Co","NYSE",0.14939859928129,0.5334485927,0.3928571429,0.4692982456,0.6130434783,0.6139240506,0.3708333333,0,0.3655462185,0.7525252525,0.630964467,0.9030456853,0.8520992366
"366",2011,"DUK",0.957023,0.969685,0.919616,0.924277,0.885654,"Duke Energy Corp","NYSE",0.0131727494365004,0.7766883441,0.1071428571,0.6798245614,0.8826086957,0.9050632911,0.6291666667,0.52,0.8277310924,0.8232323232,0.8350253807,0.7091370558,0.8826335878
"367",2011,"DVA",0.595734,0.51838,0.26496,0.753454,0.703993,"Davita Inc","NYSE",0.45798708502802,0.5416504869,1,0.4047619048,0.1,0,0.6710526316,0,0.8289473684,0.4032258065,0.7,0.9842639594,0.5095419847
"368",2011,"DVN",0.815916,0.784413,0.572853,0.92494,0.608873,"Devon Energy Corp","NYSE",-0.149303128003478,0.4266995915,0.8137254902,0.4384057971,0.5348101266,0,0.5211640212,0,0.664021164,0.2393162393,0.8421319797,0.7010152284,0.445610687
"369",2011,"EBAY",0.704708,0.761604,0.55371,0.707055,0.510806,"eBay Inc","NASD",0.681503576900648,0.3482965906,0.5,0.5459770115,0.7988505747,0.1911764706,0.5215827338,0,0.768115942,0.2280701754,0.1670050761,0.3304568528,0.3893129771
"370",2011,"ECL",0.882889,0.462619,0.923217,0.904181,0.887488,"Ecolab Inc.","NYSE",0.259593268609598,0.5851957621,1,0.9125,0.4303278689,0.2184466019,0.737037037,0.5073529412,0.8730769231,0.8709677419,0.4766497462,0.5649746193,0.5601145038
"371",2011,"ED",0.883798,0.697789,0.857743,0.802914,0.823645,"Consolidated Edison Inc.","NYSE",-0.0673867645345153,0.6909444865,0.8035714286,0.6710526316,0.952173913,0.746835443,0.7875,0,0.6512605042,0.5454545455,0.6137055838,0.9020304569,0.731870229
"372",2011,"EFX",0.530111,0.608513,0.098026,0.741219,0.628108,"Equifax Inc.","NYSE",0.41911093288898,0.3628954005,1,0,0.106741573,0,0.3041666667,0,0.7076271186,0.9226804124,0.5588832487,0.652284264,0
"373",2011,"EIX",0.463632,0.164231,0.489916,0.80226,0.454476,"Edison International","NYSE",0.124103982808653,0.3228194275,0.8035714286,0.3377192982,0.2913043478,0,0.4541666667,0,0.5504201681,0.1313131313,0.4644670051,0.4197969543,0.6374045802
"374",2011,"EL",0.883664,0.892897,0.826341,0.628663,0.833511,"Estee Lauder Companies Inc","NYSE",0.0791215723362981,0.3315162404,1,0.3484848485,0.390625,0.4347826087,0.4743589744,0.4166666667,0.6025641026,0.2631578947,0.1030456853,0.0258883249,0.3645038168
"375",2011,"EMN",0.928188,0.854371,0.921995,0.834753,0.836232,"Eastman Chemical Company","NYSE",0.777174870871617,0.371611907,1,0.5958333333,0.4713114754,0.2184466019,0.5,0,0.6192307692,0.3306451613,0.4208121827,0.2299492386,0.5601145038
"376",2011,"EMR",0.849931,0.853922,0.850283,0.657426,0.664162,"Emerson Electric Co.","NYSE",0.173627891827973,0.4828930036,1,0.321656051,0.2598684211,0.6134969325,0.5777202073,0.6428571429,0.8434065934,0.5178571429,0.2908629442,0.4035532995,0.1135496183
"377",2011,"EOG",0.726685,0.643357,0.312978,0.915097,0.725851,"EOG Resources Inc","NYSE",0.234335479245207,0.3698578462,1,0.5833333333,0.2689873418,0,0.6587301587,0,0.664021164,0.2393162393,0.3974619289,0.914213198,0.3187022901
"378",2011,"EQIX",0.522746,0.386562,0.593259,0.675174,0.402576,"Equinix Inc","NASD",1.03353024219019,0.4034532089,0.3333333333,0.524691358,0.4802631579,0,0.503968254,0,0.4484126984,0.3986486486,0.2634517766,0.7984771574,0
"379",2011,"ETN",0.908289,0.825613,0.944365,0.77519,0.771513,"Eaton Corporation PLC","NYSE",0.285897989481233,0.6375898588,0.2571428571,0.9267515924,0.6677631579,0.990797546,0.7694300518,0.5384615385,0.9148351648,0.1220238095,0.3285714286,0.5,0.6086956522
"380",2011,"ETR",0.935802,0.878362,0.687494,0.965559,0.973324,"Entergy Corporation","NYSE",-0.0836083480562952,0.7792610397,1,0.6973684211,0.8304347826,0.5379746835,0.9041666667,0.09,0.8865546218,0.9141414141,0.9730964467,0.9751269036,0.965648855
"381",2011,"EW",0.608144,0.597727,0.234805,0.720499,0.719564,"Edwards Lifesciences Corp","NYSE",0.275388975258528,0.4207376835,1,0.1808510638,0.2261904762,0,0.3769230769,0.0925925926,0.880952381,0.3534482759,0.6512690355,0.4989847716,0.1135496183
"382",2011,"EXC",0.941036,0.80392,0.924926,0.926364,0.892123,"Exelon Corporation","NASD",-0.273679983346784,0.6833635012,1,0.899122807,0.7434782609,0.3607594937,0.7708333333,0,0.768907563,0.904040404,0.6807106599,0.838071066,0.965648855
"383",2011,"EXPD",0.497511,0.351944,0.451333,0.688687,0.503023,"Expeditors International of Wshngtn Inc","NASD",-0.0200442301280775,0.3601028426,1,0.2884615385,0.4090909091,0,0.6186440678,0.2894736842,0.7457627119,0.5744680851,0.0837563452,0.7964467005,0.1135496183
"384",2011,"F",0.920183,0.816709,0.944795,0.817012,0.813336,"Ford Motor Company","NYSE",0.226005139268302,0.7561923953,0.1086956522,0.9683544304,0.8373493976,0.7743902439,0.8112244898,0.9444444444,0.9635416667,0.8081395349,0.3162436548,0.3700507614,0.9942748092
"385",2011,"FAST",0.153347,0.139699,0.136154,0.563889,0.150578,"Fastenal Company","NASD",0.100518156979282,0.2164996389,0.8857142857,0.1878980892,0.2072368421,0,0.2564766839,0,0.0989010989,0.4166666667,0.5060913706,0.3974619289,0
"386",2011,"FCX",0.942446,0.96502,0.867114,0.936681,0.790496,"Freeport-McMoRan Inc","NYSE",-0.0400992412228333,0.8657051916,0.2040816327,0.9591346154,0.9880952381,0,0.8634751773,0.8564356436,0.9655797101,0.9012738854,0.7720812183,0.8868020305,0.8826335878
"387",2011,"FDX",0.913342,0.74147,0.806759,0.960049,0.839389,"FedEx Corporation","NYSE",0.105291401222137,0.667367996,0.0357142857,0.8173076923,0.9,0,0.8050847458,0,0.8728813559,0.5744680851,0.9375634518,0.8431472081,0.445610687
"388",2011,"FE",0.701041,0.405596,0.781582,0.679611,0.65591,"Firstenergy Corp.","NYSE",-0.0110277229886674,0.5563341609,0.8035714286,0.6096491228,0.4739130435,0.6265822785,0.5541666667,0,0.487394958,0.1313131313,0.8055837563,0.892893401,0.6374045802
"389",2011,"FFIV",0.784338,0.802446,0.613479,0.815911,0.547515,"F5 Networks Inc.","NASD",-0.0845269576556645,0.371244098,0.6666666667,0.4540229885,0.0632183908,0,0.6510791367,0,0.4855072464,0.5087719298,0.1517766497,0.9984771574,0.5095419847
"390",2011,"FISV",0.245356,0.357881,0.120756,0.603193,0.2378,"Fiserv Inc","NASD",0.34542049710589,0.1502453118,1,0,0,0,0.1541666667,0,0.5338983051,0,0.2045685279,0.4340101523,0
"391",2011,"FITB",0.749433,0.96125,0.3972,0.820022,0.487925,"Fifth Third Bancorp","NASD",0.225268768787848,0.5317845802,0.8714285714,0.195,0.3638497653,0,0.5243506494,0,0.8545751634,0.5564853556,0.9192893401,0.3355329949,0.445610687
"392",2011,"FMC",0.951222,0.894475,0.890575,0.93841,0.916121,"FMC Corp","NYSE",0.370453472776438,0.4332802046,1,0.3958333333,0.2663934426,0.2184466019,0.862962963,0,0.7884615385,0.5967741935,0.5670050761,0.6685279188,0.9179389313
"393",2011,"FTNT",0.223219,0.408492,0.132948,0.454428,0.252375,"Fortinet Inc","NASD",-0.0362219165520404,0.2658665833,1,0.1954022989,0,0.1911764706,0.226618705,0,0.6014492754,0.7149122807,0.1233502538,0.1903553299,0
"394",2011,"GD",0.842222,0.512816,0.903851,0.870166,0.706817,"General Dynamics Corporation","NYSE",0.0822224131941522,0.4602183686,0.875,0.4393939394,0.5735294118,0.1296296296,0.6219512195,0,0.4756097561,0.8421052632,0.5487309645,0.9243654822,0.3187022901
"395",2011,"GE",0.942122,0.713011,0.945146,0.957037,0.941346,"General Electric Company","NYSE",0.215884778374171,0.844593259,0.3181818182,0.8833333333,0.6379310345,0.9821428571,0.8552631579,0.7777777778,0.9605263158,0.8666666667,0.8319796954,0.6949238579,0.9875954198
"396",2011,"GILD",0.408617,0.246646,0.220279,0.600041,0.705652,"Gilead Sciences Inc.","NASD",0.794527348498469,0.4763237637,1,0,0.0833333333,0,0.22,0.5,0.58,0.6428571429,0.9588832487,0.416751269,0.1135496183
"397",2011,"GIS",0.948706,0.964394,0.818327,0.897759,0.934994,"General Mills Inc.","NYSE",0.0327106827509933,0.8425262667,0.58,0.984375,0.8697916667,0.2288135593,0.9618644068,0.6666666667,0.936440678,0.9681818182,0.7629441624,0.6116751269,0.9389312977
"398",2011,"GLW",0.860199,0.670013,0.882446,0.740393,0.777515,"Corning Incorporated","NYSE",-0.00228933684618327,0.5388397911,0.8333333333,0.54,0.6304347826,0.7954545455,0.7205882353,0.0555555556,0.984375,0.6296296296,0.1893401015,0.8390862944,0.445610687
"399",2011,"GOOG",0.654448,0.401306,0.775602,0.701113,0.516083,"Alphabet Inc","NASD",0.0951851161171615,0.4749684324,0.0757575758,0.408045977,0.8448275862,0.7205882353,0.8021582734,0,0.9384057971,0.2280701754,0.4888324873,0.016751269,0.1135496183
"400",2011,"GPC",0.343931,0.555373,0.092768,0.805505,0.150212,"Genuine Parts Company","NYSE",0.0726177917478377,0.1737881924,1,0,0,0,0.2193877551,0,0.6875,0.2558139535,0.3507614213,0.3406091371,0
"401",2011,"GPN",0.466569,0.849532,0.104186,0.7608,0.203672,"Global Payments Inc","NYSE",-0.0421709633932816,0.1446832726,1,0,0,0,0.0708333333,0,0.2288135593,0.1855670103,0.3781725888,0.1791878173,0
"402",2011,"GPS",0.955778,0.974712,0.877644,0.934076,0.899475,"Gap Inc","NYSE",0.701917577764601,0.8487579931,1,0.9791666667,0.6791044776,0.8720930233,0.9858490566,0.9711538462,0.9278846154,0.615942029,0.976142132,0.4725888325,0.731870229
"403",2011,"GRMN",0.428581,0.356221,0.453434,0.645739,0.367773,"Garmin Ltd.","NASD",0.0673276971162133,0.4774338571,1,0.15625,0.15625,0.46875,0.1136363636,0,0.4772727273,0.55,0.823943662,0.6267605634,0
"404",2011,"GS",0.835062,0.687656,0.915698,0.733648,0.627701,"Goldman Sachs Group Inc","NYSE",0.433919420047056,0.6083755714,0.2857142857,0.7132352941,0.9236111111,0.8191489362,0.6059322034,0.6896551724,0.9784482759,0.4545454545,0.2208121827,0.9436548223,0.8139312977
"405",2011,"GWW",0.795939,0.917035,0.447274,0.848061,0.606807,"W W Grainger Inc","NYSE",0.0975191954148986,0.4372299462,1,0.0859872611,0.4703947368,0.1104294479,0.4119170984,0,0.9752747253,0.75,0.6746192893,0.8401015228,0.1135496183
"406",2011,"HAL",0.941832,0.937275,0.87501,0.901977,0.839801,"Halliburton Company","NYSE",0.0163125416947527,0.7443004468,1,0.814516129,0.7698412698,0.8541666667,0.8870967742,0.5384615385,0.9835164835,0.9736842105,0.4969543147,0.8157360406,0.9179389313
"407",2011,"HAS",0.919247,0.713479,0.921261,0.855153,0.895745,"Hasbro Inc.","NASD",0.181117797210248,0.7523820063,0.9166666667,0.9375,0.9375,0,0.9666666667,0.7857142857,0.9615384615,0.875,0.707106599,0.4015228426,0.731870229
"408",2011,"HBAN",0.288513,0.432843,0.121628,0.653259,0.241884,"Huntington Bancshares Incorporated","NASD",0.193702059415177,0.3839490644,0.5571428571,0,0.1244131455,0,0.3068181818,0,0.7794117647,0.5564853556,0.438071066,0.9578680203,0.1135496183
"409",2011,"HD",0.762706,0.81193,0.335601,0.792565,0.768158,"Home Depot Inc","NYSE",0.503411136942038,0.6045162068,1,0.4375,0.9029850746,0.2325581395,0.6179245283,0.75,0.6778846154,0.615942029,0.554822335,0.8827411168,0.1135496183
"410",2011,"HIG",0.768835,0.453591,0.891619,0.865288,0.517515,"Hartford Financial Services Group Inc","NYSE",0.410069230954249,0.6673311405,0.1785714286,0.3876404494,0.7886597938,0.43,0.6354166667,0,0.9160839161,0.3157894737,0.8837563452,0.9182741117,0.8139312977
"411",2011,"HOLX",0.411919,0.471895,0.090738,0.862713,0.35567,"Hologic Inc.","NASD",0.142775556824672,0.326510076,1,0,0,0,0.4846153846,0,0.0873015873,0.1982758621,0.7984771574,0.7345177665,0
"412",2011,"HON",0.872323,0.894598,0.881968,0.751266,0.598142,"Honeywell International Inc","NASD",0.198720763350335,0.6178360239,0.5454545455,0.45,0.4310344828,0.7142857143,0.6973684211,0.4722222222,0.5921052632,0.6,0.9710659898,0.6106598985,0.1135496183
"413",2011,"HRL",0.937413,0.858672,0.814404,0.919545,0.924931,"Hormel Foods Corp","NYSE",0.0878920323454813,0.69477153,1,0.8697916667,0.5572916667,0.5169491525,0.9279661017,0.4537037037,0.843220339,0.9,0.5558375635,0.4329949239,0.731870229
"414",2011,"HSIC",0.664342,0.646525,0.5948,0.677163,0.502299,"Henry Schein Inc.","NASD",0.248176312616789,0.2638218445,1,0.3191489362,0.2738095238,0.5,0.4230769231,0,0.4603174603,0.1982758621,0.1842639594,0.507106599,0
"415",2011,"HSY",0.945842,0.938972,0.83916,0.875382,0.935629,"Hershey Co","NYSE",0.196130197775612,0.6743901116,0.78,0.703125,0.9635416667,0.2288135593,0.8347457627,0.212962963,0.8601694915,0.8363636364,0.6401015228,0.1974619289,0.731870229
"416",2011,"HUM",0.83547,0.641714,0.665274,0.956647,0.702696,"Humana Inc","NYSE",-0.20587300189459,0.6230584973,0.8333333333,0.7380952381,0.975,0,0.4342105263,0.4,0.8947368421,0.5,0.5324873096,0.8421319797,0.731870229
"417",2011,"IBM",0.953173,0.97619,0.942135,0.792534,0.948119,"International Business Machines Corp.","NYSE",0.059248780575595,0.7102700137,0.8939393939,0.9712643678,0.9712643678,0.7205882353,0.9532374101,0.7236842105,0.9166666667,0.9692982456,0.4096446701,0.6218274112,0.731870229
"418",2011,"IDXX",0.486301,0.859894,0.143081,0.748775,0.215445,"IDEXX Laboratories Inc.","NASD",0.205821257796258,0.2135215122,1,0,0,0,0.0538461538,0,0.2301587302,0.3534482759,0.4279187817,0.3873096447,0
"419",2011,"IEX",0.595589,0.781287,0.288446,0.823166,0.347518,"IDEX Corporation","NYSE",0.278670059417108,0.274409635,1,0.1242038217,0.0230263158,0.217791411,0.4170984456,0,0.5796703297,0.4166666667,0.3223350254,0.5294416244,0.2299618321
"420",2011,"IFF",0.951543,0.896674,0.898201,0.948939,0.898915,"International Flavors & Fragrances Inc","NYSE",0.297268324119461,0.6558323425,0.68,0.7239583333,0.6302083333,0.6101694915,0.6059322034,0.0462962963,0.5720338983,0.7590909091,0.9720812183,0.769035533,0.8826335878
"421",2011,"ILMN",0.095328,0.083347,0.102643,0.29848,0.22257,"Illumina Inc.","NASD",0.823818897637795,0.1219758694,1,0,0,0,0.1,0,0.2936507937,0,0.078680203,0.8208121827,0
"422",2011,"INTC",0.961732,0.949459,0.943282,0.916673,0.943232,"Intel Corporation","NASD",-0.120146698358053,0.905661267,0.375,0.9802631579,0.9794520548,0.7769230769,0.972826087,0.95,0.9597701149,0.9464285714,0.8279187817,0.7243654822,0.9790076336
"423",2011,"INTU",0.820672,0.455551,0.898223,0.957821,0.597301,"Intuit Inc.","NASD",0.143159902605448,0.7180215489,0.8939393939,0.9367816092,0.7183908046,0.4044117647,0.5863309353,0,0.8152173913,0.5833333333,0.830964467,0.921319797,0.445610687
"424",2011,"IP",0.940511,0.965577,0.911402,0.849136,0.816815,"International Paper Co","NYSE",0.392279890616437,0.6231658781,1,0.6935483871,0.95,0.36,0.828125,0.2647058824,0.828125,0.2833333333,0.6634517766,0.7507614213,0.731870229
"425",2011,"IPG",0.5454,0.393149,0.37481,0.764055,0.581924,"Interpublic Group of Companies Inc","NYSE",0.158323532816112,0.5571044226,1,0.4652777778,0.4609375,0,0.575,0.4193548387,0.755,0.2727272727,0.8340101523,0.7883248731,0
"426",2011,"IRM",0.139073,0.386061,0.092915,0.278465,0.171259,"Iron Mountain Inc","NYSE",0.168619243354455,0.3612623649,1,0.3641975309,0.2828947368,0,0.6626984127,0,0.6468253968,0.3986486486,0.1873096447,0.7365482234,0
"427",2011,"ISRG",0.299903,0.604696,0.096971,0.490397,0.290238,"Intuitive Surgical Inc.","NASD",0.0590916140727176,0.2453217378,1,0,0,0,0.2538461538,0,0.6904761905,0.1982758621,0.2989847716,0.5527918782,0
"428",2011,"IT",0.391459,0.798302,0.102913,0.710091,0.117391,"Gartner Inc","NYSE",0.323554788610871,0.3490201155,1,0,0,0,0.1978417266,0,0.1702898551,0.2280701754,0.6593908629,0.8624365482,0
"429",2011,"ITW",0.915255,0.941941,0.851458,0.798789,0.767565,"Illinois Tool Works Inc.","NYSE",0.335797905336791,0.4859456374,1,0.4166666667,0.3965517241,0.1607142857,0.5394736842,0.25,0.75,0.5,0.9284263959,0.5852791878,0.3187022901
"430",2011,"JBHT",0.527636,0.655836,0.365245,0.759532,0.289103,"J B Hunt Transport Services Inc","NASD",0.341681832976139,0.3363192854,1,0.0769230769,0.3181818182,0.5,0.2796610169,0,0.8389830508,0,0.3233502538,0.9730964467,0
"431",2011,"JNJ",0.957146,0.961685,0.945816,0.883957,0.909112,"Johnson & Johnson","NYSE",0.10847393141845,0.9015754341,0.015625,0.9924242424,0.9590163934,0.8095238095,0.9457831325,0.8472222222,0.9337349398,0.9736842105,0.8746192893,0.7893401015,0.731870229
"432",2011,"JNPR",0.91678,0.820982,0.879097,0.871865,0.797588,"Juniper Networks Inc.","NYSE",-0.0362569501246359,0.5644375384,0.8888888889,0.53125,0.46875,0.46875,0.6136363636,0.1363636364,0.75,0.875,0.4918781726,0.5416243655,0.3645038168
"433",2011,"K",0.947484,0.894955,0.876649,0.887514,0.94498,"Kellogg Company","NYSE",0.141725552699706,0.6895882554,0.92,0.9739583333,0.8072916667,0.2288135593,0.9449152542,0.3055555556,0.8940677966,0.9681818182,0.347715736,0.3375634518,0.731870229
"434",2011,"KEY",0.833822,0.718956,0.925013,0.859779,0.456028,"Keycorp","NYSE",0.119701760258472,0.6027883037,0.5571428571,0.6525,0.6314553991,0.5657894737,0.4853896104,0,0.9150326797,0.5564853556,0.783248731,0.5913705584,0.731870229
"435",2011,"KLAC",0.837707,0.856156,0.746588,0.695523,0.677032,"KLA Corp","NASD",0.0206350066710717,0.4923436949,0.6666666667,0.4013157895,0.6506849315,0.7769230769,0.625,0.475,0.7816091954,0.3511904762,0.3588832487,0.0289340102,0
"436",2011,"KMB",0.962721,0.922148,0.938968,0.957362,0.946056,"Kimberly Clark Corp","NYSE",0.191229881559735,0.8414030401,0.9090909091,0.7424242424,0.734375,0.9782608696,0.858974359,0.9375,0.7564102564,0.9605263158,0.8401015228,0.4126903553,0.9790076336
"437",2011,"KMX",0.368806,0.128234,0.099777,0.770657,0.671191,"CarMax Inc","NYSE",0.231627329396325,0.5621548173,1,0.1319444444,0,0,0.8254716981,0,0.9759615385,0.7753623188,0.714213198,0.9152284264,0
"438",2011,"KO",0.957349,0.924929,0.943109,0.898365,0.936372,"Coca-Cola Co","NYSE",0.0652760367489489,0.7329779667,0.1,0.7093023256,0.4069767442,0.625,0.9489795918,0.9615384615,0.8645833333,0.9456521739,0.4228426396,0.685786802,0.9942748092
"439",2011,"KR",0.924022,0.740818,0.837266,0.937405,0.902422,"Kroger Co","NYSE",0.0971596545270652,0.5885201261,0.8260869565,0.6160714286,0.4711538462,0.7702702703,0.6214285714,0.1296296296,0.8880597015,0.906779661,0.3324873096,0.8715736041,0.5601145038
"440",2011,"LEG",0.768492,0.612952,0.604764,0.863441,0.645744,"Leggett & Platt Inc.","NYSE",0.240074427900148,0.357198534,1,0.125,0.1666666667,0.4285714286,0.1315789474,0.2083333333,0.3529411765,0.3333333333,0.8126903553,0.3720812183,0
"441",2011,"LEN",0.194709,0.077176,0.187761,0.756774,0.128329,"Lennar Corporation","NYSE",0.979167652390491,0.2225184273,1,0,0,0.1704545455,0.1530612245,0,0.7244897959,0.3205128205,0.4746192893,0.2147208122,0
"442",2011,"LH",0.635487,0.845685,0.090914,0.823878,0.583256,"Laboratory Corp. Of America Holdings","NYSE",0.00756085957856811,0.5424845188,0.625,0,0,0,0.4605263158,0,0.5789473684,0.8387096774,0.947715736,0.9081218274,0
"443",2011,"LLY",0.931029,0.842845,0.857453,0.824233,0.943657,"Eli Lilly and Co","NYSE",0.242393584374367,0.6829975572,0.8125,0.7651515152,0.8442622951,0,0.7530120482,0.4027777778,0.8855421687,0.8552631579,0.6908629442,0.3629441624,0.9389312977
"444",2011,"LMT",0.93035,0.877801,0.891942,0.866827,0.826577,"Lockheed Martin Corporation","NYSE",0.19516291716728,0.6356729423,0.6875,0.8333333333,0.6323529412,0,0.5975609756,0.5238095238,0.8658536585,0.8421052632,0.7324873096,0.6776649746,0.6374045802
"445",2011,"LNC",0.730166,0.952015,0.549349,0.510589,0.59571,"Lincoln National Corporation","NYSE",0.352540206943388,0.4837762964,1,0.4662921348,0.4896907216,0.3,0.65625,0,0.9265734266,0.3157894737,0.3842639594,0.8258883249,0.2299618321
"446",2011,"LNT",0.619514,0.464974,0.578602,0.713511,0.544896,"Alliant Energy Corporation","NASD",0.0364105838727098,0.4128134855,1,0.5833333333,0.4652173913,0.082278481,0.2041666667,0,0.7016806723,0.4797979798,0.514213198,0.7538071066,0.445610687
"447",2011,"LOW",0.8473,0.926192,0.843349,0.797741,0.447418,"Lowe`s Companies Inc","NYSE",0.429029898329043,0.5121815524,0.7857142857,0.7847222222,0.828358209,0.7209302326,0.7311320755,0,0.9951923077,0.1594202899,0.2543147208,0.7822335025,0.3187022901
"448",2011,"LRCX",0.805049,0.530325,0.727569,0.865306,0.728206,"Lam Research Corporation","NASD",-0.0240410126392437,0.386592568,1,0.4671052632,0.5410958904,0,0.4510869565,0.75,0.1206896552,0.1428571429,0.285786802,0.8746192893,0.3187022901
